TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
20,,48,45,37,49,41,46,47,42,37,43,46,50,43,51,49,50,49,46,49,50,42,50,48,49,49
21,,46,46,39,48,39,45,47,41,37,46,47,50,41,50,50,50,45,48,49,48,48,46,45,51,47
22,,45,46,38,47,38,42,47,39,37,50,46,50,40,50,49,48,45,47,48,48,50,50,46,49,48
23,,45,46,38,46,37,45,48,38,37,48,45,46,39,50,48,49,46,48,47,50,49,50,46,48,48
00,,44,46,36,42,36,41,47,37,37,46,44,46,39,50,47,49,42,48,46,48,48,46,45,47,47
01,,42,46,36,39,33,39,48,34,37,46,44,46,36,47,48,48,39,48,45,48,45,45,46,47,43
02,,41,45,36,39,32,43,45,33,34,50,44,43,35,47,47,50,39,46,44,46,45,43,46,45,45
03,,40,46,36,39,31,43,44,32,32,50,42,39,34,47,46,49,39,46,40,48,43,45,46,47,44
04,,40,41,36,39,31,42,45,31,32,48,38,37,33,48,47,46,39,48,39,46,44,43,41,46,42
05,,39,39,36,40,30,39,46,30,32,46,38,39,32,46,42,46,40,48,39,46,43,43,41,46,42
06,,38,37,36,39,27,40,44,29,32,46,38,39,31,45,41,45,39,46,39,45,40,45,41,44,41
07,,38,37,36,40,25,41,44,28,36,45,39,39,31,45,41,45,40,46,43,45,40,43,43,44,41
08,,38,39,38,41,25,45,47,28,32,45,40,39,31,47,44,46,41,46,46,46,41,45,43,45,44
09,,44,46,37,42,36,45,49,36,36,48,42,43,39,45,47,47,42,48,46,48,42,50,45,48,49
10,,49,46,39,43,45,47,53,43,37,50,44,43,45,44,50,50,43,52,46,52,41,52,48,52,51
11,,53,52,41,42,52,48,56,49,37,52,45,43,51,45,51,51,42,55,48,54,42,55,50,54,51
12,,45,52,41,42,57,49,56,54,37,52,44,44,55,48,51,53,42,55,48,54,43,55,48,54,52
13,,45,54,41,43,61,51,55,58,37,50,46,45,59,50,50,51,43,54,48,54,42,55,46,52,52
14,,44,52,40,43,63,48,54,60,37,48,44,43,61,54,48,50,43,52,50,52,40,55,46,51,52
15,,44,52,40,42,63,45,51,61,37,46,44,43,62,50,48,50,42,50,50,52,39,52,46,51,51
16,,43,50,40,41,63,44,49,61,37,46,45,43,62,47,48,48,41,48,50,48,39,52,45,50,50
17,,42,46,39,40,59,43,46,58,37,45,45,41,58,45,47,47,40,45,45,46,39,50,45,48,48
18,,41,46,39,38,55,44,47,55,37,45,44,41,52,43,46,47,38,46,39,46,38,52,45,47,47
19,,43,46,39,37,44,44,47,44,37,45,45,41,49,42,46,47,37,46,43,45,38,46,43,46,45
20,,41,45,38,38,43,44,45,43,36,45,44,41,46,42,44,46,38,46,43,46,38,43,45,46,44
21,,43,45,38,39,43,43,45,43,36,43,44,39,44,42,43,47,43,45,36,45,39,43,45,44,42
22,,44,43,38,40,43,43,45,43,34,46,42,39,43,44,42,45,43,44,43,45,39,43,45,41,43
23,,45,41,35,40,43,44,45,43,32,46,40,39,41,44,41,44,40,43,41,43,40,43,43,41,42
00,,41,41,33,38,43,44,45,43,32,44,38,38,40,44,41,43,38,45,37,45,40,43,41,41,41
01,,41,41,32,32,43,45,46,43,34,44,36,37,37,50,39,44,32,45,37,45,40,43,41,39,41
02,,41,39,31,36,43,45,46,43,32,43,35,36,35,48,37,45,36,46,37,45,39,43,43,39,40
03,,39,39,32,37,43,45,47,43,30,41,33,36,34,48,36,44,36,46,37,45,38,43,43,37,40
04,,38,37,31,35,43,44,47,43,28,42,33,36,32,50,35,44,35,46,37,43,37,43,41,35,39
05,,36,37,30,33,42,44,47,42,28,43,32,34,31,51,34,44,33,46,32,45,38,43,41,35,39
06,,36,37,30,34,41,43,47,41,30,41,31,34,30,49,34,49,34,46,36,45,38,43,37,34,38
07,,35,37,29,34,40,43,47,40,30,41,31,34,29,48,33,53,34,46,32,45,38,43,37,33,38
08,,39,37,29,37,43,45,47,43,32,43,34,36,29,46,36,48,37,46,34,48,40,43,39,35,40
09,,41,45,31,42,46,48,49,46,32,46,38,39,35,49,42,51,42,50,39,52,42,45,39,40,40
10,,39,46,33,45,49,51,53,49,37,48,43,43,39,52,45,55,45,54,45,55,41,50,43,44,43
11,,41,50,38,48,52,51,57,52,41,52,46,46,43,52,48,60,48,57,50,61,42,52,46,48,46
12,,42,52,47,50,46,51,59,45,45,50,48,50,46,52,51,60,50,61,52,61,41,54,52,50,49
13,,43,54,50,53,47,51,60,46,45,54,50,50,49,49,53,63,53,61,54,61,42,57,54,53,52
14,,44,54,51,54,47,50,59,47,45,54,51,51,50,48,54,64,53,61,54,63,42,57,53,55,54
15,,44,54,51,53,47,48,57,47,43,55,51,51,51,46,54,63,53,57,54,61,41,57,52,55,54
16,,44,52,50,52,47,45,54,47,41,54,49,52,51,45,52,60,52,55,54,57,38,55,52,53,51
17,,48,50,46,48,52,42,51,52,37,52,46,45,48,45,43,58,48,52,46,55,37,52,46,48,43
18,,39,46,43,47,50,40,50,50,37,50,44,41,45,44,41,57,47,50,41,54,37,50,43,46,40
19,,37,45,41,45,44,39,47,44,36,48,45,39,43,44,39,56,45,48,39,52,37,46,41,43,39
20,,37,41,37,45,43,38,48,44,36,48,45,39,41,45,40,53,45,46,39,50,36,46,39,40,40
21,,37,37,39,45,43,38,46,43,34,46,45,41,40,46,38,52,45,46,43,48,36,45,43,36,40
22,,40,37,37,46,43,38,44,43,37,46,41,43,39,45,40,51,46,45,41,46,36,43,43,37,39
23,,43,37,39,47,42,38,43,43,36,45,42,41,38,44,39,50,47,45,39,46,36,41,43,39,37
00,,44,36,39,47,42,39,43,42,36,43,41,45,37,45,39,49,47,44,41,46,36,39,41,39,40
01,,36,34,40,46,42,39,43,42,36,43,42,43,35,47,42,48,46,43,41,46,35,37,41,41,36
02,,36,36,39,45,41,38,42,41,36,43,42,43,34,48,42,48,45,43,39,45,36,37,43,41,35
03,,35,34,40,45,41,37,41,41,36,43,42,43,33,45,41,48,45,43,41,45,34,39,43,39,38
04,,44,36,41,44,41,37,41,41,36,43,42,43,32,45,41,49,44,44,41,45,33,40,43,39,38
05,,45,37,40,45,41,38,42,40,37,43,42,43,31,45,42,47,45,45,41,45,34,41,41,38,38
06,,45,37,40,45,40,40,43,40,37,43,41,43,30,45,42,46,45,45,41,46,35,41,41,39,39
07,,45,37,41,44,40,40,44,40,37,43,41,43,30,50,42,45,44,48,43,46,35,43,43,40,40
08,,46,43,42,46,40,44,46,40,39,45,42,43,30,53,39,50,46,50,45,48,39,45,45,41,41
09,,52,46,44,48,46,48,50,45,41,50,43,45,36,57,39,53,48,52,46,50,41,50,46,43,44
10,,52,52,45,49,50,54,49,49,45,54,46,46,40,62,42,58,49,52,46,54,43,52,50,45,46
11,,52,54,47,51,53,57,51,52,46,55,46,50,44,64,45,60,51,52,50,55,45,52,50,47,48
12,,52,54,52,52,56,59,55,55,50,59,48,50,47,63,46,63,52,54,52,55,46,54,52,46,51
13,,54,54,52,54,58,56,56,57,48,61,51,52,50,60,47,62,54,55,52,57,47,54,54,47,53
14,,55,54,51,54,59,55,58,58,50,59,51,52,51,57,48,61,54,55,52,59,44,54,54,46,50
15,,57,54,50,54,59,55,57,59,46,59,51,50,52,55,48,60,54,57,54,61,41,55,54,46,49
16,,54,52,50,53,59,54,57,59,45,55,52,50,52,55,48,59,53,57,52,57,41,55,54,46,49
17,,52,50,48,49,57,53,57,57,41,54,50,50,50,57,47,59,49,55,52,57,41,55,52,45,48
18,,52,46,45,50,55,56,56,55,41,52,49,50,48,56,47,59,50,54,50,58,41,55,50,44,47
19,,52,46,47,47,53,57,56,54,37,52,48,50,45,58,45,58,47,54,48,60,41,55,50,45,46
20,,48,46,46,46,52,58,57,53,37,50,46,46,45,54,45,57,46,57,46,61,41,50,46,45,47
21,,43,46,45,45,51,55,58,52,37,50,43,43,45,56,45,58,45,56,46,58,42,48,48,45,47
22,,44,46,45,45,51,55,59,51,37,50,44,43,45,56,43,58,45,57,45,56,42,48,46,45,47
23,,45,46,43,41,51,57,58,51,37,52,44,43,45,57,44,58,41,57,45,55,44,50,46,44,47
00,,41,46,39,46,50,58,57,50,37,54,44,43,45,59,44,57,46,59,41,57,47,50,45,44,47
01,,34,46,42,47,49,57,57,49,36,54,43,41,45,58,43,57,47,59,39,57,47,50,43,44,47
02,,43,46,42,44,49,57,57,48,39,54,42,41,45,56,41,56,44,59,37,57,44,50,41,43,47
03,,43,46,41,42,48,58,57,48,41,54,41,43,43,56,42,55,42,57,37,57,44,50,43,43,46
04,,43,46,38,45,48,55,57,47,43,52,42,43,43,55,43,55,45,57,34,57,44,50,39,42,46
05,,39,46,38,44,48,52,57,47,39,50,42,41,43,58,44,55,44,57,36,55,45,50,41,43,45
06,,37,46,40,42,47,50,56,46,41,48,41,39,43,57,43,54,42,57,34,55,45,50,41,43,45
07,,44,46,40,43,46,49,54,46,39,48,43,41,41,55,41,54,43,57,32,55,45,48,39,43,45
08,,45,46,41,47,46,49,53,46,39,48,45,43,37,53,45,54,47,57,34,55,47,50,45,47,46
09,,52,52,44,50,51,50,54,50,46,50,45,46,50,52,48,54,50,57,43,57,49,50,50,50,52
10,,54,54,49,56,54,51,56,53,46,52,48,52,40,56,53,56,56,58,50,57,52,55,57,56,56
11,,57,59,54,60,57,52,59,56,52,55,55,54,41,54,56,58,60,61,54,63,55,57,59,55,59
12,,51,63,58,63,59,54,62,59,52,59,52,55,42,52,59,61,63,64,54,64,51,61,64,61,60
13,,51,61,59,66,61,58,64,60,52,61,53,57,43,53,57,63,66,64,55,66,60,61,64,61,60
14,,52,63,60,67,62,59,65,61,52,64,56,59,44,53,60,63,67,64,55,66,49,63,65,62,61
15,,52,63,60,66,62,59,65,62,52,64,58,60,44,51,61,60,66,63,54,63,51,63,65,63,61
16,,52,59,56,64,62,56,62,62,50,63,56,61,44,51,60,58,64,57,54,59,47,61,64,60,59
17,,51,54,52,58,59,51,57,59,46,61,53,55,44,52,52,57,58,52,50,54,44,55,59,55,52
18,,52,50,49,57,56,49,54,56,46,55,51,54,46,51,49,53,57,52,45,52,46,54,59,52,49
19,,47,46,47,57,54,47,52,53,45,54,46,54,43,53,47,52,57,52,45,52,52,50,57,52,45
20,,47,45,46,54,53,45,50,51,43,55,44,52,43,53,45,53,54,52,45,52,48,54,54,50,43
21,,46,48,42,54,52,50,51,50,43,55,43,52,42,52,45,54,45,50,41,51,47,55,52,50,47
22,,46,52,44,53,51,52,51,49,43,55,39,50,42,52,43,54,41,50,48,50,50,54,52,50,51
23,,45,52,43,50,51,51,52,48,41,55,39,50,42,53,49,54,49,54,48,48,45,54,52,49,51
00,,45,52,42,47,50,50,52,47,37,55,39,43,42,53,47,52,47,54,50,50,45,54,52,47,50
01,,44,46,42,45,49,48,50,45,37,52,39,43,42,53,41,53,45,52,45,50,45,52,48,43,51
02,,44,50,42,42,49,48,50,44,37,54,43,42,42,53,43,53,42,50,46,50,49,52,46,43,48
03,,43,46,40,44,48,50,52,43,36,54,40,41,41,53,41,54,44,50,41,48,48,52,45,43,46
04,,43,46,39,43,48,50,53,42,34,50,42,40,41,54,40,56,43,54,41,52,40,52,43,42,43
05,,43,46,38,43,48,49,52,41,32,46,42,38,41,52,39,55,43,52,45,50,39,46,43,41,42
06,,42,45,37,42,46,46,51,41,32,48,41,37,41,50,41,54,42,50,45,50,39,46,43,41,39
07,,42,45,36,41,45,46,50,40,32,46,40,36,41,48,38,55,41,50,43,50,39,45,39,42,40
08,,42,46,36,40,45,48,52,40,32,50,44,40,41,47,45,54,40,52,45,52,39,50,45,43,48
09,,49,50,37,47,52,48,53,47,32,54,47,45,46,49,49,57,47,55,45,54,42,52,50,50,50
10,,55,52,38,52,58,49,53,52,32,55,48,50,50,50,49,57,52,54,46,54,45,55,54,52,52
11,,60,54,39,55,62,50,55,57,34,57,50,52,53,46,50,60,55,57,46,55,48,57,55,55,53
12,,63,57,41,57,65,52,59,60,36,59,50,54,56,46,51,59,57,57,48,59,48,57,57,57,55
13,,66,57,42,57,68,54,60,63,37,59,50,54,58,48,51,61,57,59,50,61,50,57,59,57,56
14,,56,57,43,56,69,51,60,65,37,61,50,54,59,48,52,60,56,61,50,61,46,59,59,55,56
15,,54,55,43,54,69,49,59,66,37,59,50,52,60,49,52,60,54,61,50,59,46,57,57,54,55
16,,52,52,42,51,69,46,56,66,36,55,48,50,60,46,48,58,51,57,46,57,44,55,55,52,53
17,,50,50,40,51,65,43,51,63,36,55,46,46,56,45,45,54,51,50,46,54,40,52,52,49,47
18,,49,46,40,49,61,43,49,59,32,50,46,45,51,44,43,52,49,46,43,48,41,46,52,48,45
19,,46,46,39,50,58,42,47,57,32,50,43,41,43,45,41,51,50,46,43,50,41,50,46,46,41
20,,45,45,38,45,56,41,46,55,32,50,42,41,43,45,39,52,45,46,41,48,39,45,45,45,41
21,,45,41,37,45,55,38,45,54,32,50,40,41,43,45,39,50,39,47,41,48,39,46,45,41,41
22,,45,37,33,46,54,39,45,52,32,48,38,41,40,43,43,51,39,47,37,45,38,45,45,44,39
23,,42,37,32,43,53,40,45,51,32,46,38,41,37,45,42,51,43,46,34,46,37,43,41,42,38
00,,42,36,34,43,52,39,43,51,30,46,37,38,36,45,40,50,43,46,34,46,37,41,43,40,41
01,,39,34,31,43,50,39,43,48,32,45,36,36,37,45,37,50,43,45,32,46,38,39,45,38,39
02,,39,34,30,41,50,39,43,47,30,44,34,34,36,45,36,49,41,45,32,46,38,43,43,36,36
03,,39,32,28,40,49,38,43,46,28,43,33,34,33,45,33,49,40,45,32,45,36,41,41,35,34
04,,36,32,30,39,49,37,42,45,28,42,32,36,32,45,31,48,39,45,30,45,35,37,39,35,32
05,,42,32,31,39,49,37,41,44,27,39,31,36,27,44,28,48,39,45,30,45,35,37,39,33,32
06,,41,30,31,39,46,36,41,44,28,37,30,36,27,45,28,47,39,45,28,45,32,37,37,32,29
07,,40,30,32,39,45,36,41,43,28,37,31,36,27,45,30,47,39,45,28,45,33,37,39,32,34
08,,41,34,33,40,45,38,42,43,27,41,34,36,29,46,36,47,40,45,34,45,39,41,39,38,36
09,,43,43,35,41,50,42,44,47,32,45,37,37,41,48,40,49,41,46,36,46,41,43,43,42,41
10,,43,46,36,42,53,45,47,51,36,46,39,39,46,48,43,50,42,46,37,46,42,45,43,44,45
11,,46,46,41,43,56,48,48,54,37,46,43,41,50,50,45,51,43,46,41,50,42,46,45,46,45
12,,48,50,45,45,57,49,49,56,41,48,43,43,52,48,46,53,45,48,43,50,44,50,48,47,47
13,,48,52,46,47,59,50,52,58,41,50,44,45,52,46,48,53,47,52,45,52,45,50,48,50,48
14,,58,52,49,48,60,51,53,59,41,50,45,50,52,47,48,55,48,52,46,52,42,50,50,50,50
15,,50,52,49,49,60,47,54,60,41,52,46,50,52,47,48,55,49,50,46,52,42,50,50,50,50
16,,50,52,49,48,60,46,52,60,41,50,46,50,53,47,48,54,48,50,45,52,42,50,50,49,48
17,,48,46,47,47,57,45,50,58,37,50,45,46,43,45,45,51,47,48,45,52,40,50,50,47,46
18,,46,41,46,46,55,40,49,55,37,48,42,43,45,46,43,51,46,48,45,50,40,48,46,46,43
19,,50,37,44,47,53,40,47,53,37,48,42,43,44,46,43,50,47,48,45,49,39,46,48,43,43
20,,49,37,43,46,52,40,47,51,36,48,40,43,42,47,41,50,46,46,43,48,38,50,45,43,41
21,,48,37,42,47,51,39,45,50,36,46,39,43,40,47,40,50,45,47,43,49,38,50,45,41,42
22,,47,37,40,47,50,39,45,49,36,46,39,45,39,46,40,49,45,45,41,48,38,46,45,42,40
23,,46,37,39,47,50,41,44,49,34,46,39,43,38,46,41,48,47,45,41,46,38,46,45,41,41
00,,45,39,39,44,49,42,45,48,32,45,40,43,37,49,42,49,44,46,39,46,39,45,45,42,42
01,,44,39,40,44,48,43,45,46,34,46,40,39,35,49,40,49,44,45,39,46,39,45,45,42,42
02,,43,39,41,44,47,44,45,45,32,45,39,41,33,48,41,49,44,48,39,46,40,45,46,42,42
03,,42,39,41,43,47,43,45,44,34,46,39,41,32,49,41,48,43,46,39,46,40,45,45,43,43
04,,42,39,42,44,47,43,46,44,34,46,39,41,31,49,41,49,44,46,39,48,39,45,45,43,43
05,,41,39,42,44,46,43,46,43,32,46,39,41,31,48,40,49,44,48,39,48,39,45,46,41,43
06,,40,39,43,45,45,43,47,42,32,46,39,41,30,50,40,49,45,46,39,48,39,45,46,41,43
07,,40,39,42,45,44,44,46,42,32,46,39,41,29,52,40,50,45,48,41,48,40,45,46,42,43
08,,40,41,42,46,44,44,48,42,34,46,40,41,29,51,41,51,46,48,41,48,41,46,48,43,43
09,,43,41,41,45,47,45,51,45,34,48,40,43,34,52,42,53,45,52,41,50,42,46,50,43,44
10,,46,43,41,45,50,46,52,47,32,52,40,43,39,60,43,56,45,54,41,52,41,50,50,45,47
11,,48,45,41,44,52,46,54,48,36,52,40,43,42,62,43,57,44,54,41,57,41,50,50,45,46
12,,50,45,42,43,53,48,55,50,36,52,41,43,45,55,44,60,43,55,41,57,40,50,52,45,47
13,,51,46,42,44,54,49,57,51,37,52,42,43,48,61,43,61,44,57,43,59,40,50,52,44,47
14,,52,46,43,44,55,48,56,52,37,52,41,43,49,53,43,62,44,57,43,57,40,50,52,44,46
15,,52,45,42,44,55,47,56,52,37,52,41,43,50,53,43,61,44,57,43,57,39,50,52,43,45
16,,52,45,43,44,55,46,55,52,37,50,41,43,50,50,43,61,44,57,43,57,38,46,50,43,44
17,,51,43,42,44,54,44,54,51,37,48,40,43,49,50,43,59,44,55,43,55,39,45,48,43,45
18,,50,43,42,44,53,44,53,50,36,46,41,43,47,47,42,58,44,54,43,54,40,45,46,43,44
19,,48,43,42,44,52,44,51,49,36,46,41,43,43,45,43,57,44,52,43,54,41,45,46,44,45
20,,46,45,41,44,50,45,50,50,37,46,41,43,43,46,42,56,44,52,41,54,43,45,46,44,44
21,,46,45,41,45,51,44,50,51,37,46,41,43,43,46,42,56,43,49,41,52,42,45,46,44,45
22,,46,45,41,45,51,45,50,50,37,46,41,43,44,46,43,56,43,48,41,52,39,45,46,44,45
23,,46,45,41,44,50,45,49,50,37,46,41,43,45,47,44,55,44,48,41,52,39,45,46,44,44
00,,45,45,42,44,50,46,49,50,37,46,41,43,45,47,44,55,44,48,41,52,38,45,46,44,44
01,,45,45,43,44,52,45,48,52,37,46,41,43,45,47,43,54,44,48,41,52,39,45,46,44,43
02,,45,45,43,44,52,45,48,52,41,50,41,43,43,47,42,54,44,48,41,52,40,45,46,44,43
03,,45,45,45,44,51,45,48,51,41,50,42,43,45,47,42,56,44,48,43,52,41,46,46,44,43
04,,45,45,45,44,52,45,48,52,45,49,40,43,45,47,43,56,44,50,41,52,41,46,48,45,43
05,,45,46,46,44,54,45,49,55,45,48,40,43,45,49,43,57,44,52,41,54,42,46,48,45,44
06,,47,46,47,45,54,45,50,46,45,48,41,43,45,50,44,57,45,54,43,54,43,46,48,47,45
07,,50,48,48,45,57,46,50,57,45,52,41,43,45,54,44,60,45,55,43,54,45,50,50,47,46
08,,53,50,47,45,59,50,54,57,46,54,41,50,45,61,46,65,45,64,43,63,48,52,54,48,49
09,,46,52,47,48,64,54,67,48,45,61,42,50,46,62,49,69,48,66,43,70,51,57,57,53,53
10,,48,59,49,48,54,58,72,50,45,68,42,50,48,63,51,72,48,68,43,73,55,63,63,58,57
11,,48,63,50,49,56,66,74,52,45,72,42,59,42,62,52,73,49,70,43,75,57,70,68,61,66
12,,49,68,51,50,57,70,76,53,46,75,42,59,42,66,56,74,50,72,45,75,60,72,73,62,69
13,,50,72,52,51,58,72,75,54,46,75,43,63,43,64,62,73,51,72,45,75,67,75,73,66,71
14,,50,72,52,51,59,72,74,55,46,75,44,64,43,64,62,73,51,72,45,73,67,75,73,72,74
15,,50,61,52,49,59,71,72,55,46,73,44,54,48,63,63,72,49,70,45,72,50,73,63,72,74
16,,50,61,52,49,59,69,70,55,46,72,46,50,48,63,61,72,49,66,45,70,58,72,62,71,72
17,,50,57,52,49,59,67,68,55,46,70,47,50,48,63,50,71,49,66,46,68,60,72,57,54,70
18,,50,54,51,53,59,67,68,55,46,68,49,54,42,63,51,70,53,66,46,66,60,70,57,53,69
19,,50,49,50,52,59,67,68,55,46,70,49,57,41,64,53,70,52,68,46,66,54,70,58,58,57
20,,50,48,50,54,58,66,68,55,46,68,50,59,41,64,55,70,54,68,46,66,53,70,64,60,56
21,,50,54,50,56,58,66,69,55,46,68,50,61,40,64,60,71,48,63,46,69,44,70,64,62,59
22,,50,57,50,58,65,54,70,55,46,68,50,61,40,64,61,71,52,63,46,69,45,70,64,64,62
23,,50,57,51,57,64,62,70,55,46,69,47,61,40,64,63,72,57,68,46,70,43,68,63,63,62
00,,50,57,51,56,63,67,70,58,46,70,46,59,46,64,63,71,56,70,48,70,40,68,63,63,63
01,,50,52,43,55,62,66,69,58,48,70,46,59,45,64,61,71,55,70,48,70,40,66,63,63,63
02,,50,48,40,56,61,66,69,61,45,61,46,59,45,64,54,71,56,64,46,68,40,63,61,57,62
03,,50,46,39,56,60,56,70,60,39,61,45,57,43,65,50,72,56,64,45,68,39,63,59,54,61
04,,58,46,37,56,59,45,62,59,35,60,43,57,46,65,47,72,56,63,44,70,38,63,59,50,51
05,,56,46,36,56,59,45,61,59,43,59,42,55,54,65,45,63,56,62,43,61,39,63,59,48,48
06,,56,46,35,54,59,45,60,59,40,59,39,55,47,64,43,62,54,61,43,57,40,61,59,44,47
07,,54,46,34,53,59,45,60,59,36,59,38,50,42,64,41,62,53,61,41,59,40,61,57,42,46
08,,54,46,34,52,59,46,60,59,32,59,37,43,42,60,41,62,52,61,41,61,40,61,59,42,44
09,,50,45,33,50,60,47,60,60,32,59,37,41,41,61,39,62,50,61,41,61,39,52,59,41,43
10,,50,45,34,48,61,46,61,61,32,61,37,39,39,62,39,62,48,61,41,61,39,46,63,41,43
11,,45,45,34,45,62,45,61,62,32,50,37,39,39,61,39,62,45,60,41,63,38,46,50,42,42
12,,44,45,35,44,62,44,62,62,32,48,37,39,39,61,40,62,44,61,43,61,38,46,48,41,42
13,,43,45,34,44,56,44,61,56,32,48,37,39,39,59,40,63,44,60,43,63,38,46,46,41,42
14,,41,45,34,40,54,43,63,54,33,48,38,39,39,59,40,62,40,63,41,63,38,46,45,41,42
15,,42,45,33,42,61,43,62,61,34,46,38,39,39,60,39,61,42,59,41,61,38,46,45,40,42
16,,41,43,30,40,60,42,60,60,35,45,38,39,39,59,38,58,40,57,37,61,38,45,43,40,41
17,,40,41,28,40,56,41,53,55,35,43,38,39,38,59,38,52,40,55,37,57,39,43,41,39,41
18,,39,41,27,38,52,41,49,52,36,43,37,39,43,58,38,49,38,52,36,52,39,43,41,39,40
19,,38,39,26,36,50,42,47,50,41,43,35,37,45,53,37,47,36,48,34,48,39,43,41,38,40
20,,37,39,25,34,57,41,46,48,39,41,34,36,42,49,38,46,34,48,32,46,39,43,41,38,39
21,,36,37,26,33,55,40,45,55,37,39,33,36,36,46,36,45,32,47,32,47,38,42,39,39,39
22,,34,37,25,32,53,40,44,55,36,41,30,34,35,45,35,43,30,46,30,43,37,41,37,37,38
23,,33,37,25,31,53,39,42,53,35,39,28,32,34,45,35,43,31,43,30,42,37,40,37,35,38
00,,33,37,23,30,44,39,41,45,27,37,28,32,32,44,33,41,30,43,30,40,37,39,36,33,35
01,,32,36,23,30,40,38,40,40,24,37,28,31,33,42,30,38,30,41,30,39,36,37,34,32,33
02,,34,34,22,28,39,37,37,38,24,36,27,31,32,42,30,37,28,37,30,37,36,34,32,31,32
03,,32,34,22,26,38,35,35,36,23,36,27,31,30,41,28,35,26,36,29,36,33,34,32,30,31
04,,31,34,21,25,30,34,34,30,22,33,26,31,29,38,28,34,27,35,29,34,33,32,30,30,30
05,,30,32,21,27,30,33,33,30,16,30,26,30,28,35,28,33,27,34,28,32,32,32,30,30,30
06,,28,32,21,25,30,32,32,30,14,30,25,28,27,35,27,33,25,32,28,30,32,32,28,29,29
07,,30,32,21,27,30,32,32,30,13,30,26,28,28,35,28,33,27,32,27,30,32,32,28,29,29
08,,30,32,22,30,34,34,34,34,19,32,28,30,32,36,30,35,30,34,28,34,32,32,32,31,30
09,,34,34,25,33,34,36,35,34,18,36,30,32,34,37,32,37,33,36,30,36,33,34,34,33,33
10,,36,37,29,36,37,38,37,37,19,37,32,34,36,38,34,39,36,37,32,37,34,37,36,36,36
11,,39,37,32,38,39,39,39,39,21,39,35,34,39,40,37,40,38,39,34,41,36,39,39,37,38
12,,41,39,36,41,41,40,41,41,28,41,36,36,43,41,39,42,41,43,36,43,37,41,43,39,40
13,,41,41,39,43,42,41,42,42,32,43,38,39,45,42,39,44,43,43,37,43,38,43,43,42,41
14,,43,41,41,45,45,42,42,45,32,43,39,39,45,41,40,45,45,43,41,45,39,43,43,43,42
15,,43,43,41,45,44,42,43,44,32,43,40,41,45,41,42,45,45,43,41,45,39,43,43,43,42
16,,43,41,40,44,45,38,41,45,32,43,39,41,43,39,41,43,40,41,41,43,39,43,43,43,41
17,,36,34,35,36,37,38,38,37,39,37,37,34,34,37,32,40,36,39,36,37,37,37,39,37,34
18,,30,32,30,39,34,34,34,34,28,34,32,32,26,38,29,37,39,34,34,34,34,32,32,33,30
19,,37,30,30,37,41,32,32,41,30,32,30,30,33,38,25,35,37,34,34,32,32,32,30,29,27
20,,40,28,30,35,42,32,30,44,27,30,30,28,32,38,27,32,35,32,30,30,30,32,30,28,27
21,,38,28,26,33,40,31,30,42,27,30,30,28,31,38,25,32,28,32,32,30,30,30,28,25,25
22,,37,28,28,33,38,27,28,39,25,28,26,27,30,38,25,30,27,32,28,28,30,28,28,27,25
23,,36,27,27,32,37,28,28,38,23,28,27,27,29,39,25,29,32,28,28,28,29,28,27,25,25
00,,34,27,28,32,35,27,28,36,21,26,26,25,28,38,24,29,32,30,28,28,25,28,26,24,22
01,,31,25,27,33,32,31,27,32,21,25,25,23,27,38,25,28,33,28,28,28,27,27,25,25,25
02,,30,23,24,30,31,27,27,30,19,27,25,25,26,38,25,28,30,28,27,27,28,27,25,24,23
03,,29,23,23,28,30,27,26,28,19,28,29,27,25,38,31,28,28,27,27,27,30,27,25,25,23
04,,28,23,23,29,29,25,27,27,19,27,28,27,25,38,30,27,29,28,27,27,31,27,25,27,23
05,,27,23,21,27,29,31,26,25,19,25,25,27,24,38,28,26,27,27,25,25,31,25,23,26,23
06,,26,23,22,28,25,32,26,24,19,23,26,25,23,38,27,24,28,27,27,25,30,25,23,25,23
07,,25,23,23,28,23,32,26,23,21,25,27,25,23,38,27,26,28,27,27,25,31,25,23,27,25
08,,25,30,24,32,23,33,29,23,21,32,30,30,23,42,30,31,32,30,30,28,31,32,28,31,30
09,,31,34,29,38,30,37,36,29,27,39,34,36,27,43,33,39,38,37,36,36,32,37,37,34,35
10,,35,37,34,40,35,39,42,33,32,41,35,37,31,44,36,44,40,43,37,43,34,41,43,38,39
11,,39,37,40,43,39,40,44,37,32,45,37,41,34,44,39,48,43,45,37,46,34,43,45,41,41
12,,41,41,42,45,41,40,48,40,32,46,41,43,36,44,42,50,45,46,43,48,35,45,48,43,43
13,,43,43,43,46,44,41,48,43,32,48,41,43,38,44,42,51,46,48,43,50,35,46,50,45,45
14,,45,45,44,46,45,40,49,44,32,48,41,45,39,43,43,52,46,46,43,52,34,46,50,45,45
15,,45,45,45,47,45,39,48,45,32,50,41,43,40,43,43,50,47,46,43,50,34,46,48,45,44
16,,45,43,42,45,45,36,46,45,32,46,40,43,40,41,43,48,45,45,43,48,33,45,46,43,43
17,,43,37,38,41,42,34,41,43,32,43,34,39,38,41,36,44,41,43,37,43,31,41,41,38,36
